player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Garfield Lawrence,144252,ED,TEXAS STHN,7,0,1,,0,0,313,0,0,64.2,61.0,2.7,67.8,55.3,36.7,2,10,0,0,,23.1,3,0,3,0.0,0,1,0,0,0,1,227,225,0,2,219,4,0,2,129,97,0,7,10,1,0,13,0,0,0,
Tyrell Raby,144277,CB,GRAMBLING,8,5,0,53.6,0,1,177,1,1,85.1,80.8,26.2,60.0,58.7,67.7,0,0,0,2,62,12.1,4,2,1,82.0,15,0,0,11,380,198,402,2,0,0,2,0,1,400,1,203,7,8,24,0,28,0,3,197,72,13.1
Eric Randall III,144278,S,GRAMBLING,1,0,0,,0,0,177,0,0,60.9,60.7,67.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,
Cameren Dalrymple,144301,LB,NC A&T,9,6,0,72.7,0,0,246,0,0,56.0,57.8,21.5,57.6,62.7,40.3,1,1,0,0,43,25.0,8,0,1,144.5,8,0,0,237,2,141,289,5,0,0,5,0,11,284,23,125,33,9,18,0,11,2,1,136,105,17.0
Jianni Woodson-Brooks,144353,LB,MORGAN ST,9,12,0,75.0,0,0,235,0,0,73.2,78.3,82.1,81.3,70.3,71.1,0,6,0,0,21,14.0,7,0,0,81.9,9,5,0,290,0,138,325,5,0,0,5,0,1,320,33,154,28,26,31,3,12,11,0,50,38,5.6
Brandon Epton Jr.,144359,HB,SE MO ST,1,0,0,,0,0,293,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Balansama Kamara,144390,ED,ALBANY,9,11,0,50.0,1,2,106,0,0,35.3,81.1,27.4,78.8,85.3,74.6,2,22,0,0,16,11.3,6,0,4,77.1,1,7,0,1,0,12,561,559,0,2,542,15,0,2,259,290,0,34,36,6,2,31,0,16,1,16.0
Luke Besh,144403,WR,SE LA,1,0,0,,0,0,294,0,0,62.1,64.5,60.0,,,71.5,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Mandel Eugene Jr.,144416,LB,PRVIEW A&M,8,2,0,,0,0,270,0,0,63.9,76.1,80.4,65.3,77.6,70.9,1,1,0,0,,7.7,1,0,0,0.0,0,1,0,43,0,15,65,22,0,0,22,0,0,43,7,43,0,6,10,1,0,3,0,0,0,
T.J. Huggins,144419,CB,FL A&M,7,5,0,55.6,0,0,164,0,0,60.4,63.5,84.2,60.0,76.1,62.4,0,0,0,0,19,13.8,4,1,2,86.2,15,0,0,16,386,225,417,2,0,0,2,0,2,415,1,191,11,3,20,0,27,0,1,165,38,11.0
Mike Lunz,144426,ED,SCAR STATE,9,9,0,,0,1,290,0,0,64.1,78.8,12.3,72.6,85.5,65.0,7,24,0,0,,13.3,4,0,4,0.0,0,7,0,8,0,4,398,386,0,1,378,7,0,12,234,160,4,19,17,9,0,38,0,0,0,
Zion Hopes,144447,S,STF AUSTIN,2,0,0,,0,0,301,0,0,61.1,72.0,77.1,59.2,73.4,79.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,3,18,11,0,0,11,0,3,7,2,13,1,3,4,1,0,0,0,0,0,
Owen Ostroski,144450,ED,N IOWA,8,7,0,100.0,0,0,255,0,0,75.2,73.1,20.7,70.4,71.9,60.9,5,12,0,1,5,12.0,3,0,3,47.9,1,4,0,0,0,7,353,353,1,42,229,81,0,0,171,175,0,15,15,3,1,21,0,5,1,5.0
Ah'Mare Lee,144462,CB,FL A&M,6,4,0,37.5,0,0,164,0,0,66.7,68.4,19.9,64.6,76.7,72.6,0,0,0,0,34,10.5,2,2,4,81.6,9,0,0,25,309,186,348,1,0,0,1,0,10,347,5,157,3,2,13,0,24,0,2,118,66,13.1
William Wells,144470,S,E TENN ST,9,12,2,73.7,0,0,157,1,0,75.1,78.2,86.9,79.7,75.0,65.4,3,2,0,0,51,15.3,9,3,0,144.5,14,0,0,235,4,268,505,22,0,0,22,0,162,483,18,219,81,16,38,4,19,5,3,189,82,13.5
Cisco Caston,144523,S,GRAMBLING,5,4,0,50.0,0,0,177,0,0,62.6,66.1,83.4,55.8,70.5,46.4,1,1,0,0,8,24.2,8,0,0,56.3,6,0,0,129,0,120,275,13,0,0,13,0,69,262,3,152,63,4,21,0,12,2,0,22,-34,3.7
Romario Noel,144525,S,ABILENE CH,6,8,0,46.2,0,0,100,1,0,67.1,68.7,83.1,66.9,68.1,59.7,1,0,0,0,24,16.1,5,3,0,89.6,6,0,0,136,4,131,256,12,0,0,12,0,67,244,6,119,37,8,18,0,13,1,1,73,24,12.2
Jaden Maronen,144528,LB,LAMAR,9,8,0,50.0,0,0,204,1,0,42.1,54.1,80.4,50.0,67.6,45.8,0,2,0,0,21,20.7,6,0,0,62.0,4,0,0,201,0,99,233,26,0,0,26,0,0,207,25,109,6,5,15,1,8,2,0,35,28,8.8
Carston Marshall,144551,LB,YNGTOWN ST,8,12,4,65.2,1,0,353,0,0,69.4,73.5,0.0,71.9,77.0,69.7,2,6,0,0,20,13.5,7,2,3,86.5,15,0,0,372,0,219,470,31,0,0,31,0,0,439,40,211,67,25,33,6,23,8,1,86,55,5.7
Cam'Ron Dabney,144573,CB,W CAROLINA,9,2,0,40.0,0,0,344,0,0,80.2,78.4,8.8,56.4,73.5,53.4,1,0,0,2,49,15.0,3,6,4,66.6,16,0,0,17,523,311,568,26,0,0,26,0,0,542,10,247,2,4,15,1,40,1,3,259,94,16.2
Trey Krause,144609,LB,BRYANT,8,5,0,57.1,0,0,124,0,0,62.4,68.2,82.0,55.6,72.8,85.4,0,1,0,0,5,0.0,0,1,0,62.2,4,0,0,62,1,49,135,47,0,0,47,0,14,88,6,80,10,3,8,1,7,1,0,20,12,5.0
Jordan Mukes,144633,S,ABILENE CH,5,6,0,93.8,0,0,100,0,0,62.1,62.7,84.9,63.2,61.5,57.2,1,3,0,0,18,16.1,5,0,0,120.6,15,0,0,79,2,114,250,31,0,0,31,0,16,219,16,120,122,6,20,1,16,4,1,127,69,8.5
Dorian Plumley,144634,S,ABILENE CH,9,8,0,57.7,0,1,100,0,0,55.2,61.5,87.6,63.7,71.3,86.7,0,3,0,1,54,5.6,3,4,2,109.9,15,1,0,325,2,357,635,19,0,0,19,0,157,616,11,267,132,11,43,1,26,4,2,313,70,20.9
De'kelvion Beamon,144663,S,LAMAR,8,1,1,100.0,0,0,204,0,0,52.2,62.5,0.0,84.5,63.3,47.3,2,3,0,0,14,30.0,3,0,1,103.3,5,2,0,20,0,29,88,25,0,0,25,0,0,63,17,42,43,4,6,2,5,7,0,44,17,8.8
Donnie Wingate,144674,ED,S ILLINOIS,9,5,0,100.0,0,0,295,0,0,57.5,64.9,42.0,60.3,69.8,68.3,3,9,0,1,8,10.0,3,0,2,60.4,1,4,0,0,0,1,391,391,0,1,273,117,0,0,190,200,0,20,22,2,1,16,0,8,3,8.0
Jayhvion Gipson,144704,LB,HOUCHR,5,2,0,,0,0,183,0,0,72.2,74.7,73.6,59.5,71.2,77.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,21,0,7,37,9,0,0,9,0,0,28,1,29,6,1,1,0,0,0,0,0,0,
Brayden Dudley,144795,ED,MERCER,5,0,0,,0,0,219,0,0,60.0,64.8,46.2,59.9,69.6,76.1,0,2,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,156,154,0,0,91,63,0,2,93,63,1,3,2,0,0,3,0,0,0,
Kalen Villanueva,144821,LB,CAMPBELL,8,19,0,85.0,0,0,131,0,0,48.9,62.3,82.9,48.5,80.0,39.5,0,3,0,0,59,21.8,12,0,0,154.0,17,0,0,310,1,185,354,9,0,0,9,0,0,345,27,142,34,12,24,0,20,3,4,229,143,13.5
Jeff Bowie,144878,DI,S DAKOTA,4,3,0,,0,0,291,0,0,60.0,66.9,26.3,60.8,71.5,78.3,0,2,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,128,128,10,111,2,5,0,0,65,63,0,6,7,0,0,3,0,0,0,
Antoine Booth,144958,CB,N DAK ST,6,0,0,33.3,0,0,250,0,0,62.5,64.1,78.4,,67.1,73.5,0,0,0,0,26,0.0,0,0,0,59.0,2,0,0,7,80,43,89,1,0,0,1,0,0,88,0,46,0,0,1,0,6,0,0,42,7,21.0
Koby Bretz,145017,S,S DAK ST,9,7,0,40.0,1,0,292,0,0,74.9,75.2,85.5,64.9,69.1,79.0,0,1,0,1,65,3.6,1,4,1,57.3,10,0,0,213,6,270,443,1,0,0,1,0,132,442,0,173,91,8,20,1,25,1,1,151,97,15.1
Cole Freeman,145032,WR,COLUMBIA,1,0,0,,0,0,145,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Brandon Calloway,145121,CB,FL A&M,2,0,0,50.0,0,0,164,0,0,70.0,66.8,76.7,56.9,54.6,38.7,0,0,0,1,14,33.3,1,0,0,24.0,2,0,0,20,48,48,85,0,0,0,0,0,0,85,2,35,17,0,2,0,4,0,0,19,8,9.5
Carnell Davis,145138,CB,TOWSON,7,1,0,60.0,0,0,317,0,0,69.5,66.7,0.0,,61.6,61.6,0,0,0,0,9,14.3,1,0,1,69.2,6,0,0,6,115,62,123,0,0,0,0,0,0,123,0,61,1,1,5,0,10,0,0,41,26,6.8
Todd Bowles Jr.,145147,S,LIUSHAR,3,3,0,,0,0,1298,0,0,65.2,62.8,79.3,,56.0,43.5,0,0,0,0,,28.6,2,0,0,0.0,0,0,0,27,0,41,84,0,0,0,0,0,54,84,0,43,3,1,2,0,0,0,0,0,0,
Amari Wansley,145201,S,SAMFORD,8,7,0,64.7,0,0,282,0,0,61.9,62.4,83.5,66.8,60.2,46.7,0,0,0,0,65,23.8,5,2,1,141.7,11,0,0,155,1,172,293,6,0,0,6,0,47,287,5,116,84,1,9,1,17,0,3,188,84,17.1
Zeroun Skinner,145202,CB,NEW HAMP,9,9,0,57.1,0,0,240,0,0,69.4,68.7,82.8,57.1,62.9,33.8,0,0,0,0,21,29.4,10,1,1,69.5,12,0,0,35,325,206,369,3,0,0,3,0,3,366,3,160,2,4,15,1,21,0,0,100,34,8.3
Justice Cross,145203,LB,FL A&M,7,3,1,81.3,0,0,164,0,0,54.4,56.3,0.0,61.3,61.9,47.3,2,2,0,0,28,20.0,8,1,2,100.8,13,0,0,225,0,119,291,32,0,0,32,0,0,259,34,138,34,16,29,2,16,4,0,131,86,10.1
Jeremiah McClendon,145280,CB,S ILLINOIS,9,9,0,45.7,0,0,295,0,0,88.8,81.7,85.0,71.8,49.9,30.5,0,2,0,1,48,29.3,12,8,1,45.1,16,1,0,33,402,220,465,19,0,0,19,0,0,446,7,238,11,7,20,1,35,3,0,141,57,8.8
Hagan Stephenson,145284,S,TARLETON,6,3,0,0.0,0,0,401,0,0,88.3,84.4,78.2,,70.8,70.4,0,0,0,1,,10.0,1,0,0,0.0,0,0,0,24,0,28,55,0,0,0,0,0,21,55,0,27,9,3,6,0,2,0,0,0,0,
Harold West,145327,S,ABILENE CH,7,7,0,78.6,0,0,100,0,0,52.9,53.0,0.0,64.3,64.8,62.4,0,0,0,0,31,17.1,6,1,3,152.7,11,0,0,137,3,217,360,6,0,0,6,0,178,354,5,138,35,3,22,0,14,0,2,156,51,14.2
Chris Wright,145329,ED,ABILENE CH,9,10,0,85.7,0,0,100,1,0,64.8,70.5,56.9,60.9,77.9,82.3,3,11,0,0,26,4.8,2,0,2,96.4,6,4,0,31,3,56,588,538,0,10,481,47,0,50,287,245,16,26,30,2,7,18,0,50,30,8.3
Tyrik McDaniel,145367,S,CITADEL,8,14,0,82.6,0,0,139,0,0,65.7,70.6,85.3,59.0,77.9,74.3,0,0,0,1,36,11.8,8,0,0,95.5,19,0,0,111,0,243,445,2,0,0,2,0,236,443,3,199,95,15,46,5,23,0,0,259,123,13.6
Khian'Dre Harris,145368,CB,ALBANY,9,3,0,57.7,0,0,106,0,0,66.4,69.0,84.2,,77.7,90.0,0,0,0,0,34,0.0,0,1,1,115.2,15,0,0,25,449,244,488,0,0,0,0,0,0,488,0,244,13,3,21,0,26,0,3,166,46,11.1
Corey Chapman,145373,S,NORFOLK,8,9,0,77.8,0,0,244,0,0,53.8,60.6,28.8,78.7,70.4,81.7,1,1,0,1,40,8.5,4,0,1,106.3,14,1,0,162,1,178,410,6,0,0,6,0,182,404,4,228,59,8,34,2,18,3,1,191,91,13.6
Kenny Seymour,145411,DI,NEWHVN,1,0,0,,0,0,1013,0,0,,48.1,67.7,58.8,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Zay Franks,145420,CB,SOUTHERN U,8,4,0,56.8,0,0,297,1,0,68.0,64.5,2.9,,55.3,49.8,0,0,0,0,33,20.0,7,5,6,100.0,25,0,0,39,456,259,507,7,0,0,7,0,0,500,0,248,5,9,24,1,44,0,3,294,81,11.8
Jeremiah Robinson,145428,S,YNGTOWN ST,3,0,0,80.0,0,0,353,0,0,52.9,55.7,74.4,,64.0,40.6,0,0,0,0,26,33.3,1,1,0,150.4,4,0,0,15,1,18,32,0,0,0,0,0,12,32,0,14,4,1,2,1,5,0,1,53,36,13.3
Keon Handley Jr.,145470,S,ALAB A&M,7,6,0,64.3,0,0,104,2,0,76.5,77.1,86.5,63.5,74.8,69.6,2,3,0,0,28,15.6,5,0,0,73.8,9,1,0,103,0,198,418,13,0,0,13,0,117,405,12,208,185,9,21,2,14,6,0,61,30,6.8
Jason Riles,145474,LB,FL A&M,7,17,0,71.4,0,0,164,0,0,58.6,74.5,83.4,59.1,88.5,68.3,2,4,0,0,21,11.9,7,0,0,82.7,10,0,0,279,0,154,339,17,0,0,17,0,2,322,34,151,41,17,35,3,14,6,0,71,58,7.1
John Burris III,145500,CB,MORGAN ST,2,1,0,0.0,0,0,235,0,0,45.2,47.1,70.7,,62.5,74.2,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,0,7,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,0,0,0,
Caden Holt,145521,ED,TARLETON,2,3,0,,0,0,401,0,0,63.5,52.7,77.9,53.7,50.7,50.3,0,0,0,0,,22.2,2,0,0,0.0,0,0,0,26,0,7,54,28,0,0,28,0,0,26,15,32,0,3,4,1,0,0,0,0,0,
Caleb Lewis,145526,ED,INCAR WORD,9,8,1,100.0,0,0,189,0,0,67.3,61.7,85.5,57.9,57.1,67.1,2,1,0,0,8,11.1,2,0,0,81.3,4,0,0,18,0,48,212,175,0,1,156,18,0,37,71,93,19,4,8,1,4,3,0,14,18,3.5
Tysean Jefferson,145530,HB,TENN STATE,1,0,0,,0,0,308,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
DJ Brown,145549,ED,PENN,6,0,0,,0,0,267,0,0,60.0,63.4,78.7,57.4,68.6,75.2,3,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,44,43,0,0,39,4,0,1,31,12,0,1,2,0,0,5,0,0,0,
Doug Newsome,145564,CB,TENN MARTN,7,0,0,57.1,0,0,310,0,0,37.5,31.8,0.0,,28.9,33.0,0,0,0,0,62,37.5,3,0,2,141.4,8,0,0,9,117,79,136,0,0,0,0,0,3,136,0,57,5,1,5,0,14,0,2,178,56,22.3
Steven Parker,145565,S,ALAB A&M,2,1,0,66.7,0,0,104,0,0,38.0,40.7,75.3,60.0,49.0,34.9,0,0,0,0,20,40.0,2,0,0,97.9,2,0,0,14,0,14,34,2,0,0,2,0,1,32,1,19,17,0,2,0,3,0,0,29,2,14.5
Isaiah Potts,145567,DI,E TENN ST,8,1,0,,0,0,157,0,0,,56.0,82.2,54.9,56.5,75.4,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,189,189,42,103,18,26,0,0,100,89,0,3,4,0,0,2,0,0,0,
Jack Reynolds,145569,WR,GARD-WEBB,1,0,0,,0,0,171,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Andrew Behm,145595,LB,S ILLINOIS,5,8,0,80.0,0,0,295,0,0,52.1,64.7,13.4,54.2,78.6,70.1,1,0,0,0,34,10.3,4,0,2,150.0,8,0,0,235,0,121,252,0,0,0,0,0,0,252,10,121,17,12,27,2,10,1,1,120,65,15.0
Luke Bauer,145597,ED,MOREHEAD,10,3,3,83.3,0,1,234,0,0,78.4,71.6,90.1,69.0,64.1,61.2,5,21,0,0,8,18.9,7,0,1,125.0,5,2,0,7,0,37,509,499,0,0,499,0,0,10,234,238,3,18,27,0,6,28,1,27,20,5.4
Rishad Hence,145605,CB,E KENTUCKY,2,0,0,78.9,0,0,159,0,0,55.2,55.5,79.8,,58.0,61.4,0,0,0,0,31,13.3,2,2,1,123.0,15,0,0,4,125,86,135,0,0,0,0,0,2,135,0,49,4,0,13,0,19,0,1,177,45,11.8
Noel Roach,145608,S,ROB MORRIS,7,11,0,50.0,0,0,277,1,0,63.0,70.9,83.3,59.7,81.7,72.2,0,0,0,0,23,12.5,5,1,0,98.3,6,0,0,38,4,125,268,1,0,0,1,0,185,267,1,142,40,3,24,0,12,0,1,77,4,12.8
Jalen Burton,145640,CB,W GEORGIA,9,2,0,67.6,0,1,1177,0,0,70.4,69.7,0.0,71.2,68.9,56.2,0,0,0,1,75,18.4,7,4,3,113.6,25,1,0,29,439,245,478,7,0,0,7,0,0,471,2,231,3,11,29,1,37,1,3,350,127,14.0
Matt Kordas,145647,S,INCAR WORD,9,13,1,80.0,0,1,189,0,0,62.0,67.4,88.8,60.9,77.3,64.2,1,3,0,0,45,15.7,8,3,0,141.9,36,0,0,87,2,246,469,80,0,0,80,0,1,389,34,189,298,14,30,1,45,4,5,413,268,11.5
Anton Ricumstrict,145684,ED,CHATTNOOGA,1,1,0,,0,0,137,0,0,60.0,55.5,78.2,54.0,57.7,33.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,16,9,0,0,0,0,0,0,0,0,0,
Chris King,145693,DI,MORGAN ST,5,1,0,,0,0,235,0,0,,63.3,79.7,64.0,60.8,55.0,0,4,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,125,125,13,98,3,11,0,0,58,67,0,3,4,0,0,4,0,0,0,
Melvin Swindle II,145766,DI,SACRAMENTO,7,4,0,,0,0,279,0,0,60.1,60.6,81.1,53.7,63.9,79.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,193,193,22,129,10,32,0,0,96,97,0,4,7,1,0,1,0,0,0,
Daylan Long,145825,LB,NORFOLK,7,12,1,70.0,0,1,244,0,0,70.9,79.4,18.3,61.7,85.8,78.0,3,4,0,1,25,7.1,3,1,1,81.7,7,0,0,245,0,118,262,3,0,0,3,0,5,259,10,134,9,15,27,3,10,7,1,66,27,9.4
Isaiah Bragg,145869,CB,DRAKE,5,2,0,76.9,0,0,153,0,0,52.3,54.2,80.1,,61.7,60.4,0,0,0,0,70,18.2,2,0,0,157.9,10,0,0,13,123,76,141,5,0,0,5,0,0,136,0,65,0,0,7,0,13,0,2,174,91,17.4
Jalen Riven,145909,ED,W ILLINOIS,9,3,0,,0,0,345,0,0,63.2,54.0,57.0,49.1,57.6,45.9,1,4,0,0,,15.8,3,0,1,0.0,0,0,0,1,0,6,326,325,4,38,164,119,0,1,158,162,0,12,13,2,0,5,0,0,0,
CJ Wilson Jr.,145912,ED,BUTLER,9,3,0,,0,0,127,0,0,60.7,59.0,28.2,60.4,60.1,37.0,6,4,0,0,,27.3,3,0,2,0.0,0,3,0,26,0,1,301,275,24,46,177,28,0,26,184,116,0,7,5,1,0,13,0,0,0,
Vontrell Chairse,145917,ED,S ILLINOIS,9,3,0,100.0,0,0,295,0,0,64.6,60.4,48.4,59.5,59.7,69.4,2,0,0,0,10,7.1,1,0,1,108.3,1,3,0,0,0,1,233,233,0,0,132,101,0,0,114,118,0,12,10,3,1,5,0,10,16,10.0
Jelani Willis,145946,LB,TENN STATE,7,2,0,0.0,0,0,308,0,0,64.5,77.2,76.6,60.3,81.1,85.5,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,57,0,23,72,10,0,0,10,0,3,62,6,43,2,6,11,1,1,1,0,0,0,
James Wilborn Jr,145988,DI,MERRIMACK,8,1,0,,0,0,385,0,0,60.0,48.2,15.6,53.6,50.7,73.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,93,93,9,83,1,0,0,0,47,46,0,1,2,0,0,0,0,0,0,
Jalen Neal,145994,CB,RHODE ISLD,7,1,0,50.0,0,0,274,0,0,65.2,68.2,78.5,,73.5,79.5,0,0,0,0,16,0.0,0,0,0,77.1,1,0,0,3,91,39,94,0,0,0,0,0,0,94,0,55,0,0,3,0,2,0,0,16,4,16.0
Hunter Nabers,146044,LB,VALPO,4,0,0,100.0,1,0,332,0,0,56.7,50.7,0.0,54.7,57.8,37.1,0,0,0,0,17,33.3,1,0,1,158.3,1,0,0,49,0,18,53,1,0,0,1,0,0,52,4,31,3,0,2,0,1,0,1,17,17,17.0
Ty Marsh,146077,S,NICHOLLS,9,13,0,68.2,0,0,243,0,0,84.5,73.4,88.3,83.5,46.9,45.9,5,4,2,2,45,22.4,13,1,0,82.6,15,2,0,147,10,214,489,74,0,0,74,0,96,415,22,253,161,17,32,2,22,11,2,165,73,11.0
Dorian Blackwell,146080,CB,TXGV,9,4,0,58.1,0,0,1445,0,0,68.9,66.7,20.0,58.3,60.3,75.8,0,0,0,0,36,11.5,3,2,3,121.9,18,0,0,41,280,193,334,2,0,0,2,0,1,332,1,140,9,8,19,0,31,0,4,237,88,13.2
Aedan Seiuli,146083,S,PORTLAND,9,9,0,75.0,0,1,269,0,0,47.3,48.6,80.4,68.2,48.2,32.5,0,0,0,0,64,28.6,12,1,1,141.9,15,1,0,238,3,157,345,6,0,0,6,0,43,339,2,186,55,11,21,1,20,1,5,181,122,12.1
Zach Lewis,146093,S,N DAKOTA,9,12,1,51.9,0,1,249,0,0,87.4,84.6,84.7,78.6,72.7,50.2,0,4,0,2,67,21.3,13,4,0,53.3,14,2,0,232,2,304,513,6,0,0,6,0,174,507,14,195,99,15,36,3,27,6,1,172,130,12.3
Jordan Allen,146181,LB,PORTLAND,2,1,0,,0,0,269,0,0,,84.7,72.0,74.4,76.0,77.4,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,11,0,0,11,0,0,0,0,0,0,11,1,10,0,2,1,0,0,1,0,0,0,
Nicholas Dimitris,146202,DI,FL A&M,7,2,1,,0,0,164,0,0,,63.9,82.4,63.4,61.9,54.3,0,3,0,0,,23.1,3,0,0,0.0,0,1,0,1,0,0,262,261,22,197,16,26,0,1,131,131,0,7,8,1,0,4,0,0,0,
Seni Tuiaki,146234,DI,SO UTAH,8,4,0,,0,0,298,0,0,60.0,56.3,81.8,52.1,58.5,28.2,0,1,0,0,,27.3,3,0,0,0.0,0,0,0,0,0,0,158,157,44,113,0,0,0,1,75,83,0,3,4,0,0,1,0,0,0,
Kolbe Cage,146250,S,NWSTATE,8,10,0,82.4,0,0,257,0,0,58.7,55.5,37.1,55.8,53.3,46.4,0,0,0,0,55,23.4,18,0,1,158.3,14,0,0,219,2,210,488,5,0,0,5,0,189,483,3,275,70,12,49,0,17,0,4,219,103,15.6
Jeff Robinson,146260,CB,N DAKOTA,1,0,0,,0,0,249,0,0,60.0,38.9,69.9,,60.6,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,8,1,8,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,
Kaleb Higgins,146298,S,SACRAMENTO,7,6,0,70.0,0,0,279,0,0,62.8,57.8,82.1,57.2,48.7,57.3,0,0,0,0,21,16.7,4,0,0,131.7,7,0,0,85,6,103,206,14,0,0,14,0,76,192,4,99,25,4,14,0,10,0,2,76,27,10.9
Nate Rutchena,146301,LB,UC DAVIS,9,18,0,91.3,0,1,322,1,0,65.0,64.0,47.1,55.4,64.6,44.8,0,6,0,2,30,19.4,13,1,1,88.9,21,0,0,435,0,277,524,20,0,2,18,0,4,504,24,223,64,24,36,3,23,6,1,243,241,11.6
Jake Parrella,146356,ED,S ILLINOIS,9,1,0,,0,2,295,0,0,,66.5,51.4,58.7,71.7,70.2,1,6,0,0,,7.7,1,0,1,0.0,0,0,0,0,0,0,258,258,0,17,132,109,0,0,122,136,0,6,11,2,0,7,0,0,0,
Jayson Raines,146361,WR,N ARIZONA,1,0,0,,0,0,252,0,0,60.0,60.0,64.7,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Christian Burkhalter,146402,TE,N ALABAMA,4,0,0,,0,2,389,0,0,,76.9,0.0,69.5,81.4,79.1,0,2,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,0,53,53,0,2,48,3,0,0,24,29,0,4,3,1,0,4,0,0,0,
Maurice Heims,146483,ED,IDAHO,7,1,0,100.0,0,0,185,0,0,41.1,49.1,18.0,56.6,58.4,24.9,0,1,0,0,9,50.0,4,0,1,97.9,2,0,0,6,0,12,104,96,0,7,78,11,0,8,43,49,1,2,3,0,2,1,0,15,10,7.5
Jhamell Blenman,146513,CB,IDAHO,9,4,0,69.4,0,0,185,0,0,74.1,75.5,84.3,57.7,78.4,58.3,0,1,0,2,54,16.2,6,5,2,109.4,25,0,0,45,440,282,508,3,0,0,3,0,3,505,2,224,16,15,27,3,36,1,4,307,107,12.3
Alec Eckert,146527,DI,MONTANA ST,9,2,0,,0,0,233,0,0,61.7,74.1,81.7,65.7,74.3,78.1,3,4,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,253,253,3,239,2,9,0,0,149,104,0,8,7,1,0,9,0,0,0,
Darren Barkins,146543,CB,CAL POLY,4,3,0,66.7,0,0,129,0,0,65.8,67.6,78.3,,70.9,67.7,0,0,0,0,19,10.0,1,0,0,118.3,6,0,0,12,92,58,109,0,0,0,0,0,1,109,0,51,4,0,6,0,9,0,1,51,27,8.5
Jadarrius Perkins,146684,CB,DELWARE ST,8,4,0,68.6,1,4,152,1,0,81.1,81.0,35.4,68.9,76.3,83.6,0,0,0,0,75,6.8,3,3,5,103.0,24,1,1,35,454,316,492,3,0,0,3,0,0,489,2,174,0,17,37,3,35,1,1,288,126,12.0
