player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Hutch Crow,191587,WR,COLUMBIA,1,0,0,,0,0,145,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Liam Donagher,191589,LB,COLUMBIA,7,11,0,83.3,0,1,145,0,0,66.3,79.1,30.6,61.2,84.0,68.5,1,4,0,0,24,11.4,5,0,1,116.7,5,1,0,353,0,134,360,1,0,0,1,0,1,359,25,201,5,18,28,1,6,6,0,72,26,14.4
Jeremiah Douglas,191590,S,COLUMBIA,5,11,0,50.0,0,0,145,0,0,60.6,60.5,83.7,,59.3,77.0,0,0,0,0,16,9.8,4,0,0,77.1,1,0,0,127,0,117,303,0,0,0,0,0,168,303,0,186,8,5,26,0,2,0,0,16,2,16.0
Christian Gonzalez,191592,LB,COLUMBIA,1,0,0,,0,0,145,0,0,,66.7,67.6,,63.2,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,
Will Matthew,191594,DI,COLUMBIA,7,11,0,,0,0,145,0,0,,70.7,83.5,58.1,72.5,63.8,0,1,0,0,,11.1,2,0,0,0.0,0,0,0,0,0,0,180,180,153,26,0,1,0,0,61,119,0,3,5,0,0,1,0,0,0,
Carter McCray,191595,CB,COLUMBIA,7,8,0,57.1,1,0,145,0,0,60.6,58.8,0.0,,58.9,63.6,0,0,0,0,31,14.7,5,1,8,94.9,16,0,0,86,383,197,469,0,0,0,0,0,0,469,0,272,0,6,21,0,28,0,2,144,38,9.0
Keller Patterson,191598,DI,COLUMBIA,7,11,1,,0,0,145,1,0,61.9,69.4,85.3,60.7,70.6,69.2,1,7,0,0,,11.1,3,0,0,0.0,0,1,0,1,0,0,308,307,238,50,0,19,0,1,135,173,0,10,13,0,0,9,0,0,0,
Mason Robinson,191600,CB,COLUMBIA,7,2,0,75.0,0,0,145,0,0,47.9,45.6,8.6,,43.3,44.8,0,0,0,0,71,23.8,5,1,2,128.6,21,0,0,3,274,137,278,0,0,0,0,0,0,278,0,141,1,3,14,0,28,0,1,405,182,19.3
Caleb Solomon,191605,S,COLUMBIA,7,8,0,86.4,0,1,145,0,0,70.1,76.4,85.7,,84.9,87.4,0,1,0,1,30,5.7,3,1,1,107.8,19,0,0,222,2,193,458,0,0,0,0,0,123,458,0,265,111,13,42,3,22,1,1,237,85,12.5
Luke Walker,191606,ED,COLUMBIA,7,4,1,,0,0,145,0,0,,47.5,78.6,58.3,43.5,48.6,0,0,0,0,,28.6,2,0,0,0.0,0,1,0,0,0,0,128,128,0,15,12,101,0,0,49,79,0,2,1,0,0,1,0,0,0,
Kendall Carter,191617,DI,MERRIMACK,8,5,0,,0,0,385,0,0,,59.6,80.2,53.2,62.9,59.1,0,1,0,0,,7.7,1,0,0,0.0,0,0,0,0,0,0,167,167,8,157,0,2,0,0,85,82,0,6,7,0,0,1,0,0,0,
Will Claude,191620,LB,MERRIMACK,4,2,0,100.0,0,0,385,0,0,59.8,64.1,73.3,59.2,67.6,79.6,0,0,0,0,7,0.0,0,0,0,95.8,1,0,0,20,1,15,31,5,0,0,5,0,1,26,2,14,4,1,2,0,1,0,0,7,0,7.0
Bryce Goulet,191623,WR,MERRIMACK,1,0,0,,0,0,385,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Logan Graham,191624,ED,MERRIMACK,9,5,0,,0,0,385,0,0,71.7,71.0,83.8,58.9,74.4,81.5,1,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,151,151,0,3,132,16,0,0,79,70,0,6,7,0,0,5,0,0,0,
Darrell Hamilton,191626,DI,MERRIMACK,5,0,0,100.0,0,0,385,0,0,57.6,57.6,78.5,54.5,62.9,43.3,0,0,0,0,9,25.0,1,0,0,104.2,1,0,0,0,0,2,90,90,9,81,0,0,0,0,47,41,0,3,3,0,1,0,0,9,12,9.0
Justyce Hathaway,191627,DI,MERRIMACK,9,4,0,,0,0,385,0,0,53.5,63.6,51.3,59.4,69.3,53.3,0,5,0,0,,14.3,2,0,1,0.0,0,1,0,4,0,0,264,260,30,229,0,1,0,4,140,124,0,8,8,0,0,6,0,0,0,
Garret Jackson,191629,CB,MERRIMACK,4,0,0,100.0,0,0,385,0,0,52.9,54.5,77.7,59.5,62.4,,0,0,0,0,79,,0,0,0,158.3,1,0,0,0,14,10,26,0,0,0,0,0,0,26,1,15,11,0,0,0,1,0,1,79,48,79.0
Tyler Martinovich,191634,S,MERRIMACK,2,0,0,,0,0,385,0,0,63.6,63.5,69.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,5,7,0,0,0,0,0,6,7,0,2,1,0,0,0,0,0,0,0,0,
Sean Robertson,191640,CB,MERRIMACK,4,0,0,0.0,0,0,385,0,0,59.9,60.0,70.0,,60.0,26.9,0,0,0,0,,100.0,1,0,0,39.6,0,0,0,1,7,7,9,0,0,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0,
Avery Barnes,191644,DI,MONMOUTH,7,0,0,,0,0,231,0,0,60.0,53.5,77.7,55.8,56.5,35.0,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,82,82,0,73,1,8,0,0,64,18,0,2,2,0,0,1,0,0,0,
DJ Briscoe Jr.,191646,DI,MONMOUTH,6,0,1,,0,0,231,0,0,60.0,52.1,77.4,55.4,49.6,43.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,67,67,4,63,0,0,0,0,51,16,0,1,2,1,0,0,0,0,0,
Anthony Brown,191647,CB,MONMOUTH,2,0,0,66.7,0,0,231,0,0,57.7,59.5,77.9,,66.7,67.5,0,0,0,0,61,16.7,1,0,0,109.7,4,0,0,0,54,32,58,4,0,0,4,0,0,54,0,26,0,1,5,0,6,0,0,98,37,24.5
Andrew Conklin,191650,LB,MONMOUTH,1,0,0,100.0,0,0,231,0,0,61.4,64.1,61.7,,,73.1,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,10,6.0
Kyle Jackson,191660,CB,MONMOUTH,2,1,0,50.0,0,0,231,0,0,67.5,67.8,73.5,,61.7,77.0,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,2,21,14,24,0,0,0,0,0,0,24,0,10,1,0,1,0,2,0,0,5,0,5.0
Jaeden Jones,191663,S,MONMOUTH,8,14,0,76.9,1,1,231,1,0,61.7,69.5,36.8,81.3,80.3,88.3,0,1,0,0,56,6.5,5,2,4,130.1,20,1,0,251,0,288,499,0,0,0,0,0,196,499,4,207,52,24,58,4,26,2,2,239,114,12.0
Lamont Lester Jr.,191666,ED,MONMOUTH,8,3,0,0.0,0,1,231,0,0,60.9,89.8,60.7,90.4,76.4,71.2,5,20,0,0,,16.0,4,0,2,39.6,0,7,0,3,0,0,337,334,0,4,253,77,0,3,208,129,0,19,18,3,1,32,0,0,0,
Hunter Watson,191674,ED,MONMOUTH,8,4,1,,0,0,231,1,0,65.8,57.8,44.9,59.7,55.5,76.1,3,7,0,0,,5.3,1,0,2,0.0,0,2,0,0,0,0,427,427,1,21,272,133,0,0,242,185,0,12,14,1,0,12,0,0,0,
Jayson Allen,191681,S,STNY BROOK,3,4,0,100.0,0,0,303,0,0,48.5,50.0,77.5,,56.4,85.6,0,0,0,0,47,0.0,0,0,0,158.3,4,0,0,16,0,26,53,0,0,0,0,0,16,53,0,27,21,1,4,0,4,0,2,84,38,21.0
Luca Gemma,191687,LB,STNY BROOK,1,0,0,,0,0,303,0,0,,60.0,62.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Sebastian Regis,191697,ED,STNY BROOK,8,8,0,,0,0,303,0,0,43.1,70.2,84.0,62.3,77.0,64.7,0,15,0,0,,12.0,3,0,0,0.0,0,2,0,0,0,0,334,334,45,101,95,93,0,0,178,156,0,12,14,5,0,17,0,0,0,
Brady Echols,191703,DI,WM & MARY,9,7,0,,0,0,348,0,0,82.7,63.8,22.8,54.1,68.4,57.1,0,3,0,0,,13.0,3,0,3,0.0,0,0,0,0,0,0,372,372,176,178,0,18,0,0,158,214,0,9,13,1,0,3,0,0,0,
Cameryn Heath,191706,DI,WM & MARY,6,7,0,,0,0,348,0,0,,71.1,78.3,59.4,73.3,78.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,59,59,14,41,0,4,0,0,23,36,0,4,3,0,0,1,0,0,0,
Cole Bennett,191714,ED,CORNELL,6,1,0,,0,0,147,0,0,60.0,55.1,76.6,55.2,55.7,43.7,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,65,65,0,14,4,47,0,0,34,31,0,4,4,0,0,0,0,0,0,
Cooper Cameron,191715,LB,CORNELL,7,3,0,80.0,0,0,147,0,0,65.7,70.4,77.6,61.0,72.5,84.9,0,1,0,0,14,0.0,0,0,0,100.0,4,0,0,101,0,54,109,7,0,0,7,0,0,102,8,47,0,6,9,1,5,1,0,40,14,10.0
Tommy Ducker,191716,DI,CORNELL,7,3,1,,0,0,147,0,0,,71.7,58.4,72.8,68.1,68.5,1,11,0,0,,7.7,1,0,1,0.0,0,1,0,0,0,0,292,292,245,47,0,0,0,0,160,132,0,7,9,1,0,13,0,0,0,
Rodell Evans III,191718,S,CORNELL,2,1,0,100.0,0,0,147,0,0,60.2,63.8,73.4,,66.1,54.8,0,0,0,0,4,28.6,2,0,0,83.3,1,0,0,13,0,7,23,0,0,0,0,0,10,23,0,16,0,1,4,0,1,0,0,4,0,4.0
Tyler Gibson,191720,CB,CORNELL,6,2,0,83.3,0,0,147,0,0,41.5,46.0,76.2,,65.5,28.7,0,0,0,0,50,40.0,4,0,0,118.8,5,0,0,8,58,33,66,0,0,0,0,0,0,66,0,33,0,2,4,0,6,0,0,80,22,16.0
Gage Homola,191724,DI,CORNELL,7,1,0,,0,0,147,0,0,,58.8,79.7,58.4,58.4,72.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,91,91,46,11,1,33,0,0,54,37,0,1,2,0,0,2,0,0,0,
Ricardo Lagares Jr.,191726,HB,CORNELL,1,0,0,,0,0,147,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Kandakai Sherman Jr.,191733,S,CORNELL,5,1,0,42.9,0,0,147,0,0,61.9,60.2,81.9,,55.5,56.1,0,0,0,0,30,18.8,3,1,0,116.1,3,0,0,116,0,89,188,1,0,0,1,0,31,187,0,99,40,4,12,0,7,0,1,65,6,21.7
Keith Williams Jr.,191736,LB,CORNELL,7,6,0,69.6,0,0,147,0,0,85.7,78.9,77.9,73.8,70.5,68.5,2,1,0,3,16,10.9,5,2,0,40.6,16,1,0,326,0,196,369,17,0,0,17,0,1,352,14,159,25,20,35,2,23,4,0,111,66,6.9
Darius Wise Jr.,191737,CB,CORNELL,6,0,0,66.7,0,0,147,0,0,56.1,59.2,77.7,,70.3,81.5,0,0,0,0,11,0.0,0,0,0,83.3,4,0,0,0,53,32,55,0,0,0,0,0,0,55,0,23,1,0,6,0,6,0,0,37,4,9.3
Ben Alvarez,191740,TE,HARVARD,2,0,0,,0,0,179,0,0,62.0,62.2,72.2,57.2,61.5,73.0,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,4,0,3,11,6,0,0,6,0,0,5,3,5,1,1,1,0,0,0,0,0,0,
Dorsey Benefield,191741,LB,HARVARD,5,6,0,77.8,0,0,179,0,0,91.3,89.4,81.1,57.3,76.5,77.5,1,1,1,1,27,7.4,2,2,0,65.5,14,1,0,161,4,92,191,8,0,0,8,0,0,183,23,76,18,13,19,1,18,3,0,95,54,6.8
Xaden Benson,191742,S,HARVARD,7,4,0,48.0,0,0,179,0,0,78.0,77.5,84.0,83.8,64.2,72.7,1,0,0,2,16,9.1,2,2,0,21.3,12,0,0,72,75,182,300,0,0,0,0,0,52,300,3,115,101,5,16,2,25,1,0,72,18,6.0
Griffin Egan,191747,DI,HARVARD,4,1,0,,0,0,179,0,0,,65.3,76.7,61.1,65.7,73.4,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,52,52,13,39,0,0,0,0,29,23,0,2,1,0,0,3,0,0,0,
Omari Gayles,191750,S,HARVARD,5,1,0,66.7,0,0,179,0,0,63.9,64.4,81.8,54.4,66.3,81.8,0,0,0,0,30,0.0,0,0,0,140.3,4,0,0,32,2,70,124,2,0,0,2,0,34,122,5,49,53,2,5,0,6,0,1,62,26,15.5
Chris Gorman,191752,DI,HARVARD,5,3,0,,0,0,179,0,0,60.0,67.5,77.9,60.0,69.6,46.3,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,67,67,15,42,1,9,0,0,39,28,0,2,3,1,0,0,0,0,0,
Kennard McGuire Jr.,191755,CB,HARVARD,6,1,0,50.0,0,0,179,0,0,62.4,64.6,76.6,,70.1,78.8,0,0,0,0,32,0.0,0,0,0,131.3,2,0,0,1,53,31,58,0,0,0,0,0,0,58,0,27,4,0,2,0,4,0,1,46,0,23.0
Christian Nwosu,191757,ED,HARVARD,7,1,0,,1,0,179,1,0,69.5,70.3,0.0,71.3,68.6,53.2,1,14,0,0,,16.7,1,0,3,0.0,0,3,0,0,0,1,144,144,0,4,111,29,0,0,88,55,0,6,4,1,0,18,0,0,0,
Cristopher Ramirez,191759,CB,HARVARD,1,0,0,,0,0,179,0,0,65.7,66.3,76.4,,60.0,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,11,0,0,0,0,0,0,11,0,4,11,0,1,0,0,0,0,0,0,
DJ Thomas,191765,CB,HARVARD,6,1,0,80.0,0,0,179,0,0,64.0,66.4,78.4,75.5,61.2,71.6,1,0,0,0,21,9.1,1,0,0,95.0,4,0,0,5,76,51,93,0,0,0,0,0,1,93,2,40,11,6,9,0,5,1,0,34,4,8.5
Trey Thomas,191766,CB,HARVARD,6,0,0,20.0,0,0,179,0,0,56.4,58.0,77.8,58.3,67.7,29.1,0,0,0,0,8,50.0,2,1,1,39.6,1,0,0,0,67,39,70,0,0,0,0,0,0,70,1,30,3,1,2,0,5,0,0,8,0,8.0
Cam Walker,191768,ED,HARVARD,4,1,0,,0,0,179,0,0,,62.0,4.1,64.3,63.4,77.2,1,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,65,65,0,0,52,13,0,0,41,24,0,3,4,0,0,4,0,0,0,
CJ Dale Jr.,191773,CB,HOWARD,6,1,0,50.0,0,0,184,0,0,52.7,55.7,78.0,,67.0,36.0,0,0,0,0,24,40.0,2,1,1,107.8,4,0,0,3,68,40,84,0,0,0,0,0,4,84,0,44,9,0,2,0,8,0,1,47,26,11.8
Makai Frisby,191794,CB,NORFOLK,8,1,0,44.0,0,1,244,0,0,74.5,74.6,83.1,58.7,71.5,53.2,0,0,0,3,47,14.3,2,4,1,79.1,11,0,0,22,287,167,335,0,0,0,0,0,2,335,1,167,23,4,11,0,25,0,3,242,62,22.0
Jordan Harris,191797,DI,NORFOLK,7,3,0,,0,0,244,0,0,60.4,74.1,17.5,71.7,73.1,61.4,0,6,0,0,,11.1,1,0,1,0.0,0,0,0,23,0,2,118,94,20,48,13,13,0,24,71,45,0,4,5,1,0,6,0,0,0,
Amir Mateo,191806,S,NORFOLK,1,1,0,,0,0,244,0,0,64.7,71.7,70.8,,75.1,82.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,10,18,0,0,0,0,0,11,18,0,8,0,1,3,0,0,0,0,0,0,
Sofiyan Oumarou,191807,CB,NORFOLK,1,0,0,100.0,0,0,244,0,0,54.3,55.2,71.9,,60.7,,0,0,0,0,9,,0,0,0,143.8,1,0,0,0,14,6,14,0,0,0,0,0,0,14,0,8,0,0,0,0,1,0,1,9,0,9.0
Dawson Rivers,191810,DI,NORFOLK,1,2,0,,0,0,244,0,0,,53.3,74.6,62.5,49.8,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,27,27,2,25,0,0,0,0,12,15,0,1,0,0,0,1,0,0,0,
Princeton Toxey,191816,LB,NORFOLK,3,0,0,100.0,0,0,244,0,0,43.4,32.1,69.2,59.6,39.2,20.5,0,0,0,0,24,75.0,3,0,0,118.8,2,0,0,21,0,8,22,0,0,0,0,0,0,22,1,13,1,1,1,1,2,0,0,32,6,16.0
Ty Ingram-Eiser,191821,CB,YALE,1,0,0,,0,0,352,0,0,61.1,68.5,68.9,,64.6,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,3,1,1,0,0,0,0,0,0,
Kameron Armstrong,191828,CB,BUTLER,8,2,0,77.8,0,0,127,0,0,48.8,50.9,78.2,,61.8,52.5,1,0,0,0,40,20.0,2,0,1,157.6,7,0,0,6,95,60,102,0,0,0,0,0,0,102,0,42,1,2,6,0,9,1,2,111,4,15.9
Ben Brandenburg,191830,LB,BUTLER,1,0,0,,0,0,127,0,0,60.0,76.1,66.4,,73.6,76.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,1,6,0,0,0,0,0,0,6,0,5,0,2,2,0,0,0,0,0,0,
Tommy Diamond,191831,LB,BUTLER,2,0,0,,0,0,127,0,0,61.1,65.7,70.5,,63.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,3,7,1,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Graham Gilmartin,191833,DI,BUTLER,4,0,0,,0,0,127,0,0,60.0,68.6,74.3,55.5,72.4,73.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,6,15,0,1,0,0,12,10,0,3,3,0,0,1,0,0,0,
Oscar Kirch,191838,LB,BUTLER,3,0,0,100.0,0,0,127,0,0,71.5,74.5,70.2,57.6,66.4,77.6,0,0,0,0,3,0.0,0,0,0,79.2,1,0,0,7,0,2,10,2,0,0,2,0,0,8,2,6,1,1,3,0,1,0,0,3,3,3.0
Andrew Lieske,191839,S,BUTLER,9,3,0,46.2,0,0,127,0,0,57.8,58.2,80.8,,58.6,77.4,0,0,0,0,27,7.1,1,1,0,97.6,6,0,0,57,1,78,129,3,0,0,3,0,48,126,0,51,20,3,10,0,13,0,1,98,25,16.3
Colin Murphy,191844,DI,BUTLER,7,0,0,,0,0,127,0,0,,45.3,76.8,53.3,45.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,47,47,7,40,0,0,0,0,17,30,0,0,0,0,0,0,0,0,0,
Christian Black,191856,LB,FORDHAM,6,2,0,50.0,0,0,168,0,0,78.2,74.2,70.5,,63.9,54.7,0,0,0,0,3,16.7,1,0,0,56.3,1,0,0,32,0,11,34,1,0,0,1,0,0,33,0,23,1,2,3,0,2,0,0,3,5,3.0
Amaurey Brooks,191857,CB,FORDHAM,3,0,0,25.0,0,0,168,0,0,55.9,56.8,75.1,,61.9,73.5,0,0,0,0,22,0.0,0,0,0,89.6,1,0,0,3,34,23,37,0,0,0,0,0,0,37,0,14,0,0,1,0,4,0,1,22,0,22.0
Jaylen Dawson,191858,LB,FORDHAM,8,8,0,85.7,0,0,168,0,0,67.3,63.2,78.6,55.3,59.7,55.6,0,0,0,0,29,20.7,6,1,0,108.9,6,0,0,176,0,62,190,4,0,0,4,0,0,186,6,122,10,7,15,1,7,0,0,71,51,11.8
Carter Hess,191863,DI,FORDHAM,8,5,0,,0,0,168,0,0,60.0,62.1,83.8,60.7,60.9,60.3,1,3,0,0,,9.1,2,0,0,0.0,0,1,0,0,0,0,286,286,107,168,3,8,0,0,137,149,0,12,15,0,0,5,0,0,0,
Terrence Jones II,191868,CB,FORDHAM,8,4,0,60.8,0,1,168,0,0,66.3,70.0,85.0,76.7,77.6,64.4,1,0,0,0,37,13.5,5,4,1,98.8,31,1,0,44,479,305,575,2,0,0,2,0,2,573,10,260,47,8,28,2,51,2,2,404,171,13.0
Drew Minich,191874,S,FORDHAM,8,7,1,75.0,0,0,168,0,0,55.8,65.3,86.3,80.8,77.8,63.0,2,1,0,0,93,16.7,9,0,1,150.0,15,3,0,141,1,266,488,9,0,0,9,0,175,479,19,203,161,13,38,2,20,6,2,251,143,16.7
Cole Nelson,191875,ED,FORDHAM,6,2,0,100.0,0,0,168,0,0,52.3,49.9,85.3,54.0,48.6,39.5,0,0,0,0,11,28.6,2,0,0,126.0,4,0,0,1,0,20,152,148,0,0,147,1,0,4,60,72,3,1,3,0,4,0,1,19,13,4.8
Boogie Owens,191876,S,FORDHAM,8,9,0,67.6,0,0,168,0,0,51.6,50.9,40.2,50.3,54.1,49.6,0,2,0,1,63,22.7,10,3,1,109.6,25,0,0,207,7,287,523,3,0,0,3,0,109,520,15,221,196,8,25,1,37,2,3,315,217,12.6
Marco Coleman,191891,S,HOLY CROSS,1,0,0,,0,0,181,0,0,,52.6,72.8,,51.4,21.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,14,0,0,16,2,0,0,2,0,0,14,0,16,0,0,0,0,0,0,0,0,0,
Lathan Croley,191893,LB,HOLY CROSS,9,25,0,78.6,0,1,181,0,0,54.0,58.1,85.5,75.1,56.9,64.5,1,1,0,0,23,12.8,10,2,0,100.6,22,1,0,395,2,219,469,5,0,0,5,0,0,464,26,224,66,28,43,3,28,3,0,228,107,10.4
Omarr Dixon,191894,CB,HOLY CROSS,1,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Amari Gardner,191897,S,HOLY CROSS,4,0,0,50.0,1,0,181,1,0,46.2,31.9,0.0,,51.8,76.2,0,0,0,0,17,0.0,0,0,1,79.2,1,0,0,4,6,2,19,1,0,0,1,0,7,18,0,17,1,0,1,0,2,0,0,17,5,17.0
Braden Haas,191900,CB,HOLY CROSS,1,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Will Miller,191903,LB,HOLY CROSS,1,0,0,,0,0,181,0,0,,45.9,68.8,,48.8,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,
Caiden Newsome,191905,CB,HOLY CROSS,9,4,0,54.5,0,0,181,0,0,56.0,56.7,9.2,64.0,61.4,53.4,0,0,0,0,53,17.6,3,1,2,129.9,12,0,0,19,256,149,281,0,0,0,0,0,1,281,1,131,4,1,10,0,22,0,2,294,72,24.5
RJ Newton,191906,WR,HOLY CROSS,1,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jordan Pritchard-Sewell,191907,DI,HOLY CROSS,9,4,1,,0,0,181,1,0,60.2,69.1,29.2,71.7,66.4,29.1,2,14,0,0,,28.6,6,0,2,0.0,0,0,0,0,0,0,315,315,6,282,0,27,0,0,166,149,0,8,11,1,0,16,0,0,0,
Destin Simmons,191911,ED,HOLY CROSS,8,1,0,,0,0,181,0,0,60.0,68.6,79.0,53.9,74.6,76.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,60,60,0,0,60,0,0,0,23,36,0,2,3,0,0,0,0,0,0,
Dashawn Fields,191919,DI,MORGAN ST,9,4,0,,0,0,235,0,0,55.7,65.2,28.2,58.7,72.9,65.3,3,9,0,0,,8.7,2,0,3,0.0,0,0,0,1,0,2,455,453,26,233,108,86,0,2,243,210,0,10,17,0,0,12,0,0,0,
Kayden Harris,191922,LB,MORGAN ST,1,0,0,,0,0,235,0,0,,60.1,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Anthony Ngansi,191928,ED,MORGAN ST,4,1,0,,0,0,235,0,0,,55.0,77.2,61.5,49.3,70.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,0,21,21,8,0,0,29,21,0,0,0,0,0,3,0,0,0,
Chance Pickard,191929,ED,MORGAN ST,9,3,0,,0,0,235,1,0,62.5,64.6,31.6,63.7,65.3,71.1,1,7,0,0,,9.1,1,0,1,0.0,0,1,0,0,0,1,147,147,5,35,76,31,0,0,82,64,0,3,7,1,0,9,0,0,0,
Arrington Adams,191932,LB,NICHOLLS,1,0,0,,0,0,243,0,0,60.4,58.9,67.5,59.2,,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,2,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
Jacob Carpenter,191936,ED,NICHOLLS,6,1,0,,0,0,243,0,0,,52.7,78.2,53.3,53.5,48.4,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,94,94,0,5,34,55,0,0,31,63,0,0,1,0,0,0,0,0,0,
Marcus Dawson,191938,S,NICHOLLS,6,4,0,100.0,0,1,243,0,0,61.7,66.8,0.0,66.7,75.5,84.8,0,1,0,0,11,0.0,0,0,1,152.1,1,0,0,46,0,37,85,2,0,0,2,0,25,83,2,46,12,2,4,0,1,1,1,11,0,11.0
Kelvin Gray,191941,DI,NICHOLLS,7,1,0,,0,0,243,0,0,,55.9,77.9,53.9,56.8,49.2,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,68,68,21,45,2,0,0,0,16,52,0,3,3,0,0,1,0,0,0,
Anthony Rogers,191950,CB,NICHOLLS,9,10,0,55.8,1,0,243,0,0,63.7,66.2,40.0,,75.5,82.2,0,0,0,3,45,6.1,3,2,4,64.0,24,0,0,69,464,260,555,1,0,0,1,0,12,554,0,295,8,13,36,2,43,0,1,379,106,15.8
Dale Smith,191954,ED,NICHOLLS,5,3,0,,0,0,243,1,0,60.0,39.2,77.3,54.9,36.6,41.2,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,74,74,0,3,15,56,0,0,15,59,0,1,1,0,0,0,0,0,0,
Wyatt Bell,191958,DI,N DAKOTA,4,1,0,,0,0,249,0,0,,58.6,75.7,60.9,57.0,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,7,24,0,0,0,0,15,16,0,1,1,0,0,1,0,0,0,
Colton Brunell,191961,HB,N DAKOTA,1,0,0,,0,0,249,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
